1609459200.0,0.00468300,0.00570400,0.00461600,0.00568200,120561383.00000000
1609545600.0,0.00568900,0.01412100,0.00556400,0.01056200,2781157985.00000000
1609632000.0,0.01050500,0.01406100,0.00928400,0.00985100,1522371912.00000000
1609718400.0,0.00984300,0.01153400,0.00699300,0.00976700,684654250.00000000
1609804800.0,0.00979700,0.01039600,0.00887300,0.01000800,221602139.00000000
1609891200.0,0.01002600,0.01103800,0.00961600,0.01046100,243920665.00000000
1609977600.0,0.01048500,0.01059100,0.00876100,0.00977200,141274526.00000000
1610064000.0,0.00977200,0.01031900,0.00883800,0.00975200,138958820.00000000
1610150400.0,0.00976600,0.01080800,0.00966400,0.01020700,161216873.00000000
1610236800.0,0.01022700,0.01093200,0.00900000,0.00983100,109377662.00000000
1610323200.0,0.00981800,0.00984600,0.00670600,0.00883100,283907976.00000000
1610409600.0,0.00883200,0.00914600,0.00782400,0.00806400,96885750.00000000
1610496000.0,0.00804600,0.00867900,0.00775500,0.00867900,64890406.00000000
1610582400.0,0.00867900,0.01008600,0.00832200,0.00940300,179956538.00000000
1610668800.0,0.00940900,0.00983100,0.00831500,0.00935000,153209198.00000000
1610755200.0,0.00939400,0.00956000,0.00905000,0.00924000,81966949.00000000
1610841600.0,0.00923800,0.00938500,0.00878200,0.00909200,57857774.00000000
1610928000.0,0.00910500,0.00931400,0.00893500,0.00917900,34806939.00000000
1611014400.0,0.00920100,0.00968200,0.00897900,0.00905700,61883210.00000000
1611100800.0,0.00904000,0.00915000,0.00850100,0.00904400,54964419.00000000
1611187200.0,0.00906900,0.00911200,0.00802700,0.00813600,91272157.00000000
1611273600.0,0.00814100,0.00876900,0.00754200,0.00851900,66166764.00000000
1611360000.0,0.00849100,0.00881600,0.00836500,0.00858800,28399883.00000000
1611446400.0,0.00855400,0.00897900,0.00851400,0.00871100,36728152.00000000
1611532800.0,0.00871100,0.00892300,0.00817100,0.00833400,33404641.00000000
1611619200.0,0.00833200,0.00845100,0.00795500,0.00825700,29014200.00000000
1611705600.0,0.00824200,0.00824200,0.00726500,0.00741900,38528993.00000000
1611792000.0,0.00744500,0.03800000,0.00730800,0.03656000,5696924205.00000000
1611878400.0,0.03656000,0.08738100,0.03100000,0.04565300,6745466376.00000000
1611964800.0,0.04587600,0.05084500,0.02220000,0.02833400,3200306168.00000000
1612051200.0,0.02833300,0.04950000,0.02680200,0.03701900,2224130875.00000000
1612137600.0,0.03706600,0.04390000,0.03290600,0.03486000,1222645019.00000000
1612224000.0,0.03480000,0.03532900,0.02880000,0.03134800,579817826.00000000
1612310400.0,0.03137100,0.03980000,0.03102100,0.03729500,762518081.00000000
1612396800.0,0.03732100,0.06000000,0.03554600,0.05300600,3087243505.00000000
1612483200.0,0.05293900,0.05436900,0.04320600,0.04678000,905998589.00000000
1612569600.0,0.04685100,0.05894600,0.04445900,0.05784800,935911910.00000000
1612656000.0,0.05784900,0.08735100,0.05319300,0.07802100,2480561500.00000000
1612742400.0,0.07815000,0.08545300,0.06273100,0.07880000,1478798358.00000000
1612828800.0,0.07880100,0.08378100,0.06320000,0.07025100,947427466.00000000
1612915200.0,0.07025100,0.08175400,0.06633800,0.07272300,787401226.00000000
1613001600.0,0.07272100,0.07570500,0.06800000,0.06979500,324272158.00000000
1613088000.0,0.06979000,0.07324600,0.06100000,0.06998000,401241507.00000000
1613174400.0,0.07008100,0.07181500,0.06584900,0.06637000,205847443.00000000
1613260800.0,0.06640600,0.06652600,0.05550000,0.06275600,468759516.00000000
1613347200.0,0.06265800,0.06422200,0.04761100,0.05654500,699275323.00000000
1613433600.0,0.05654900,0.06065200,0.05062400,0.05358000,324446026.00000000
1613520000.0,0.05354400,0.05509300,0.04782800,0.04950800,293526449.00000000
1613606400.0,0.04951000,0.06500000,0.04891600,0.05889900,728380335.00000000
1613692800.0,0.05879500,0.05969300,0.05327600,0.05511300,376991702.00000000
1613779200.0,0.05511300,0.06074900,0.05061800,0.05431900,371366303.00000000
1613865600.0,0.05420300,0.05987700,0.05336700,0.05608000,301792427.00000000
1613952000.0,0.05608000,0.06080000,0.04560600,0.05359100,402067481.00000000
1614038400.0,0.05363100,0.05383600,0.04133000,0.04766900,295890402.00000000
1614124800.0,0.04774600,0.06058000,0.04593800,0.05676400,546585442.00000000
1614211200.0,0.05676600,0.05811800,0.04952200,0.04987000,267847060.00000000
1614297600.0,0.04989100,0.05260000,0.04850000,0.05047400,188229829.00000000
1614384000.0,0.05049100,0.05208900,0.04916100,0.05011700,123217558.00000000
1614470400.0,0.05007900,0.05032600,0.04470100,0.04821600,122820451.00000000
1614556800.0,0.04828100,0.05267100,0.04791600,0.05059500,165480805.00000000
1614643200.0,0.05058900,0.05250000,0.04919800,0.05042800,131025747.00000000
1614729600.0,0.05037400,0.05221300,0.05003700,0.05039300,108576840.00000000
1614816000.0,0.05038900,0.05118400,0.04768000,0.04997500,92831804.00000000
1614902400.0,0.04998800,0.05102900,0.04800200,0.04951300,89584305.00000000
1614988800.0,0.04959000,0.05260400,0.04910400,0.05100000,158509276.00000000
1615075200.0,0.05098500,0.05246200,0.05046900,0.05202800,94187239.00000000
1615161600.0,0.05203000,0.06312300,0.05148800,0.06311100,418826704.00000000
1615248000.0,0.06310200,0.06310200,0.05600000,0.05794100,212551891.00000000
1615334400.0,0.05794100,0.05879200,0.05450000,0.05591800,175636189.00000000
1615420800.0,0.05594900,0.05717200,0.05433000,0.05594800,112091163.00000000
1615507200.0,0.05594800,0.05700000,0.05408100,0.05528500,106705934.00000000
1615593600.0,0.05523400,0.06287500,0.05468800,0.06287300,244114292.00000000
1615680000.0,0.06263700,0.06363300,0.05823500,0.05824400,312643576.00000000
1615766400.0,0.05822900,0.05975900,0.05500000,0.05701400,165110487.00000000
1615852800.0,0.05696900,0.05912400,0.05531800,0.05868500,134281356.00000000
1615939200.0,0.05863600,0.05900000,0.05652500,0.05790400,74007948.00000000
1616025600.0,0.05794000,0.05930000,0.05692300,0.05726900,80559284.00000000
1616112000.0,0.05735200,0.05985700,0.05641300,0.05825700,116537034.00000000
1616198400.0,0.05825700,0.06065000,0.05800000,0.05885800,122188536.00000000
1616284800.0,0.05880000,0.05955800,0.05675100,0.05754600,62101799.00000000
1616371200.0,0.05756000,0.05797400,0.05442400,0.05491300,105169200.00000000
1616457600.0,0.05491300,0.05612000,0.05259000,0.05339100,98778649.00000000
1616544000.0,0.05333700,0.05670600,0.05085700,0.05151100,106564294.00000000
1616630400.0,0.05150800,0.05254800,0.04952900,0.05127400,101087429.00000000
1616716800.0,0.05127000,0.05405400,0.05126500,0.05402600,50852744.00000000
1616803200.0,0.05404000,0.05545600,0.05332800,0.05439400,58018169.00000000
1616889600.0,0.05447400,0.05488000,0.05298300,0.05367600,42211902.00000000
1616976000.0,0.05364300,0.05482500,0.05318600,0.05413600,61976532.00000000
1617062400.0,0.05413600,0.05563500,0.05369300,0.05403200,87662200.00000000
1617148800.0,0.05405700,0.05452400,0.05163300,0.05379000,95587770.00000000
1617235200.0,0.05379800,0.07137300,0.05363600,0.06212500,1045867688.00000000
1617321600.0,0.06212500,0.06285600,0.05725700,0.05762600,260503347.00000000
1617408000.0,0.05762600,0.05956600,0.05550000,0.05550800,153170672.00000000
1617494400.0,0.05550800,0.05820300,0.05510100,0.05735300,107708617.00000000
